question,model,en_model_answer,en_correct_answer,modified_model_answer,modified_correct_answer,gr_model_answer,gr_correct_answer,confidence_score,nlp_score,levenshtein_score,substring_score,sentence_transformers_score,greek_sentence_transformers_score,F1_score,weighted_total_score,is_correct (labeled by human),is_correct (labeled by machine),is_correct (labeled by human)
What will the new study examine?,deepset/roberta-base-squad2,"data on 250,000 people between 18 and 69 years of age",The dangers of mobile phones for user health,data on 250000 people between 18 and 69 years of age,the dangers of mobile phones for user health,δεδομένα για 250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.247898757,0.68,0.212,0.229,0.208,0.161,0.105263158,0.284352632,no,no,no
,bert-large-uncased-whole-word-masking-finetuned-squad,"data on 250,000 people between 18 and 69 years of age",The dangers of mobile phones for user health,data on 250000 people between 18 and 69 years of age,the dangers of mobile phones for user health,δεδομένα για 250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.366322607,0.68,0.212,0.229,0.208,0.161,0.105263158,0.284352632,no,no,no
,distilbert-base-cased-distilled-squad,"data on 250,000 people between 18 and 69 years of age",The dangers of mobile phones for user health,data on 250000 people between 18 and 69 years of age,the dangers of mobile phones for user health,δεδομένα για 250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.207972258,0.68,0.212,0.229,0.208,0.161,0.105263158,0.284352632,no,no,no
,deepset/bert-large-uncased-whole-word-masking-squad2,risks posed by mobile phones for users' health,The dangers of mobile phones for user health,risks posed by mobile phones for users health,the dangers of mobile phones for user health,κίνδυνοι από κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.24046737,0.929,0.689,0.764,0.909,0.978,0.5,0.7947,yes,yes,yes
,distilbert-base-uncased-distilled-squad,risks posed by mobile phones for users' health,The dangers of mobile phones for user health,risks posed by mobile phones for users health,the dangers of mobile phones for user health,κίνδυνοι από κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.332578719,0.929,0.689,0.764,0.909,0.978,0.5,0.7947,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,risks posed by mobile phones for users' health,The dangers of mobile phones for user health,risks posed by mobile phones for users health,the dangers of mobile phones for user health,κίνδυνοι από κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.467305452,0.929,0.689,0.764,0.909,0.978,0.5,0.7947,yes,yes,yes
,deepset/minilm-uncased-squad2,the risks posed by mobile phones for users' health,The dangers of mobile phones for user health,the risks posed by mobile phones for users health,the dangers of mobile phones for user health,τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.257836998,0.949,0.735,0.817,0.893,1,0.588235294,0.819847059,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,the risks posed by mobile phones for users' health,The dangers of mobile phones for user health,the risks posed by mobile phones for users health,the dangers of mobile phones for user health,τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.407620937,0.949,0.735,0.817,0.893,1,0.588235294,0.819847059,yes,yes,yes
,deepset/bert-base-cased-squad2,"data on 250,000 people between 18 and 69 years of age",The dangers of mobile phones for user health,data on 250000 people between 18 and 69 years of age,the dangers of mobile phones for user health,δεδομένα για 250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.292974472,0.68,0.212,0.229,0.208,0.161,0.105263158,0.284352632,no,no,no
,bert-large-cased-whole-word-masking-finetuned-squad,the risks posed by mobile phones for users' health,The dangers of mobile phones for user health,the risks posed by mobile phones for users health,the dangers of mobile phones for user health,τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.293464541,0.949,0.735,0.817,0.893,1,0.588235294,0.819847059,yes,yes,yes
What's the new study about?,deepset/roberta-base-squad2,"data on 250,000 people between 18 and 69 years of age",The dangers of mobile phones for user health,data on 250000 people between 18 and 69 years of age,the dangers of mobile phones for user health,δεδομένα για 250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.056328777,0.68,0.212,0.229,0.208,0.161,0.105263158,0.284352632,no,no,no
,bert-large-uncased-whole-word-masking-finetuned-squad,risks posed by mobile phones for users' health,The dangers of mobile phones for user health,risks posed by mobile phones for users health,the dangers of mobile phones for user health,κίνδυνοι από κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.253165096,0.929,0.689,0.764,0.909,0.978,0.5,0.7947,yes,yes,yes
,distilbert-base-cased-distilled-squad,mobile phones for users' health,The dangers of mobile phones for user health,mobile phones for users health,the dangers of mobile phones for user health,κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.121556357,0.925,0.636,0.784,0.709,0.871,0.615384615,0.733676923,no,yes,no
,deepset/bert-large-uncased-whole-word-masking-squad2,risks posed by mobile phones for users' health,The dangers of mobile phones for user health,risks posed by mobile phones for users health,the dangers of mobile phones for user health,κίνδυνοι από κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.341803342,0.929,0.689,0.764,0.909,0.978,0.5,0.7947,yes,yes,yes
,distilbert-base-uncased-distilled-squad,risks posed by mobile phones for users' health,The dangers of mobile phones for user health,risks posed by mobile phones for users health,the dangers of mobile phones for user health,κίνδυνοι από κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.16422981,0.929,0.689,0.764,0.909,0.978,0.5,0.7947,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,risks posed by mobile phones for users' health,The dangers of mobile phones for user health,risks posed by mobile phones for users health,the dangers of mobile phones for user health,κίνδυνοι από κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.367744386,0.929,0.689,0.764,0.909,0.978,0.5,0.7947,yes,yes,yes
,deepset/minilm-uncased-squad2,the risks posed by mobile phones for users' health,The dangers of mobile phones for user health,the risks posed by mobile phones for users health,the dangers of mobile phones for user health,τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.393832713,0.949,0.735,0.817,0.893,1,0.588235294,0.819847059,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,examine once again the risks posed by mobile phones for users' health,The dangers of mobile phones for user health,examine once again the risks posed by mobile phones for users health,the dangers of mobile phones for user health,εξετάζει και πάλι τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.038473334,0.921,0.574,0.679,0.842,0.898,0.5,0.7463,yes,yes,yes
,deepset/bert-base-cased-squad2,risks posed by mobile phones for users' health,The dangers of mobile phones for user health,risks posed by mobile phones for users health,the dangers of mobile phones for user health,κίνδυνοι από κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.487278789,0.929,0.689,0.764,0.909,0.978,0.5,0.7947,yes,yes,yes
,bert-large-cased-whole-word-masking-finetuned-squad,the risks posed by mobile phones for users' health,The dangers of mobile phones for user health,the risks posed by mobile phones for users health,the dangers of mobile phones for user health,τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.305244476,0.949,0.735,0.817,0.893,1,0.588235294,0.819847059,yes,yes,yes
What can we do as a society according to Dr.Mireille Toledano?,deepset/roberta-base-squad2,start watching the health of a large number of mobile users for a long time,Watching the health of a large number of mobile users for a long time,start watching the health of a large number of mobile users for a long time,watching the health of a large number of mobile users for a long time,αρχίστε να παρακολουθείτε την υγεία ενός μεγάλου αριθμού χρηστών κινητής τηλεφωνίας για μεγάλο χρονικό διάστημα,Να παρακολουθούμε την υγεία ενός μεγάλου αριθμού χρηστών κινητού για ένα μεγάλο χρονικό διάστημα,0.141399235,0.997,0.92,0.958,0.974,0.878,0.827586207,0.942317241,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,start watching the health of a large number of mobile users for a long time,Watching the health of a large number of mobile users for a long time,start watching the health of a large number of mobile users for a long time,watching the health of a large number of mobile users for a long time,αρχίστε να παρακολουθείτε την υγεία ενός μεγάλου αριθμού χρηστών κινητής τηλεφωνίας για μεγάλο χρονικό διάστημα,Να παρακολουθούμε την υγεία ενός μεγάλου αριθμού χρηστών κινητού για ένα μεγάλο χρονικό διάστημα,0.300657064,0.997,0.92,0.958,0.974,0.878,0.827586207,0.942317241,yes,yes,yes
