question,model,en_model_answer,en_correct_answer,modified_model_answer,modified_correct_answer,gr_model_answer,gr_correct_answer,model_prediction_score,nlp_score,levenshtein_score,substring_score,sentence_transformers_score,greek_sentence_transformers_score,F1_score,weighted_total_score,is_correct (labeled by human),is_correct (labeled by machine),is_correct (labeled by human)
,rsvp-ai/bertserini-bert-base-squad,marine plants and invertebrates,Plastic bags,marine plants and invertebrates,plastic bags,θαλάσσια φυτά και ασπόνδυλα,Πλαστικές σακούλες,0.689701319,0.299,0.258,0.233,0.58,0.252,0,0.3409,no,no,no
,deepset/minilm-uncased-squad2,plastic bags,Plastic bags,plastic bags,plastic bags,πλαστικές σακούλες,Πλαστικές σακούλες,0.993078947,1,1,1,1,1,1,1,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,plastic bags,Plastic bags,plastic bags,plastic bags,πλαστικές σακούλες,Πλαστικές σακούλες,0.942727923,1,1,1,1,1,1,1,yes,yes,yes
,deepset/bert-base-cased-squad2,plastic bags,Plastic bags,plastic bags,plastic bags,πλαστικές σακούλες,Πλαστικές σακούλες,0.965202868,1,1,1,1,1,1,1,yes,yes,yes
,bert-large-cased-whole-word-masking-finetuned-squad,plastic bags,Plastic bags,plastic bags,plastic bags,πλαστικές σακούλες,Πλαστικές σακούλες,0.979151905,1,1,1,1,1,1,1,yes,yes,yes
What happens when the carettas eat plastic bags?,deepset/roberta-base-squad2,dying of suffocation,They die of suffocation,dying of suffocation,they die of suffocation,πεθαίνουν από ασφυξία,Πεθαίνουν από ασφυξία,0.666925073,0.864,0.696,0.791,0.956,1,0.571428571,0.818185714,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,dying of suffocation,They die of suffocation,dying of suffocation,they die of suffocation,πεθαίνουν από ασφυξία,Πεθαίνουν από ασφυξία,0.594366312,0.864,0.696,0.791,0.956,1,0.571428571,0.818185714,yes,yes,yes
,distilbert-base-cased-distilled-squad,threatened with extinction,They die of suffocation,threatened with extinction,they die of suffocation,απειλείται με εξαφάνιση,Πεθαίνουν από ασφυξία,0.28249979,0.567,0.385,0.327,0.671,0.596,0,0.453,no,no,no
,deepset/bert-large-uncased-whole-word-masking-squad2,dying of suffocation,They die of suffocation,dying of suffocation,they die of suffocation,πεθαίνουν από ασφυξία,Πεθαίνουν από ασφυξία,0.41081652,0.864,0.696,0.791,0.956,1,0.571428571,0.818185714,yes,yes,yes
,distilbert-base-uncased-distilled-squad,dying of suffocation,They die of suffocation,dying of suffocation,they die of suffocation,πεθαίνουν από ασφυξία,Πεθαίνουν από ασφυξία,0.780896604,0.864,0.696,0.791,0.956,1,0.571428571,0.818185714,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,dying of suffocation,They die of suffocation,dying of suffocation,they die of suffocation,πεθαίνουν από ασφυξία,Πεθαίνουν από ασφυξία,0.407607168,0.864,0.696,0.791,0.956,1,0.571428571,0.818185714,yes,yes,yes
,deepset/minilm-uncased-squad2,dying of suffocation,They die of suffocation,dying of suffocation,they die of suffocation,πεθαίνουν από ασφυξία,Πεθαίνουν από ασφυξία,0.488342524,0.864,0.696,0.791,0.956,1,0.571428571,0.818185714,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,dying of suffocation,They die of suffocation,dying of suffocation,they die of suffocation,πεθαίνουν από ασφυξία,Πεθαίνουν από ασφυξία,0.7126019,0.864,0.696,0.791,0.956,1,0.571428571,0.818185714,yes,yes,yes
,deepset/bert-base-cased-squad2,dying of suffocation,They die of suffocation,dying of suffocation,they die of suffocation,πεθαίνουν από ασφυξία,Πεθαίνουν από ασφυξία,0.541826129,0.864,0.696,0.791,0.956,1,0.571428571,0.818185714,yes,yes,yes
,bert-large-cased-whole-word-masking-finetuned-squad,dying of suffocation,They die of suffocation,dying of suffocation,they die of suffocation,πεθαίνουν από ασφυξία,Πεθαίνουν από ασφυξία,0.467513591,0.864,0.696,0.791,0.956,1,0.571428571,0.818185714,yes,yes,yes
What time of the day do caretta females give birth to?,deepset/roberta-base-squad2,summer months,Late at night,summer months,late at night,καλοκαιρινοί μήνες,Αργά το βράδυ,0.548165679,0.587,0.154,0.308,0.428,0.355,0,0.3348,no,no,no
,bert-large-uncased-whole-word-masking-finetuned-squad,late at night,Late at night,late at night,late at night,αργά τη νύχτα,Αργά το βράδυ,0.463777423,1,1,1,1,0.986,1,1,yes,yes,yes
,distilbert-base-cased-distilled-squad,summer months,Late at night,summer months,late at night,καλοκαιρινοί μήνες,Αργά το βράδυ,0.598319709,0.587,0.154,0.308,0.428,0.355,0,0.3348,no,no,no
,deepset/bert-large-uncased-whole-word-masking-squad2,night,Late at night,night,late at night,Νύχτα,Αργά το βράδυ,0.616479754,0.828,0.385,0.556,0.852,0.871,0.5,0.7005,yes,yes,yes
,distilbert-base-uncased-distilled-squad,summer months by going out two to four times on the beach late at night,Late at night,summer months by going out two to four times on the beach late at night,late at night,καλοκαιρινούς μήνες πηγαίνοντας δύο έως τέσσερις φορές στην παραλία αργά τη νύχτα,Αργά το βράδυ,0.405433238,0.843,0.183,0.31,0.541,0.213,0.333333333,0.500966667,no,partially,no
,rsvp-ai/bertserini-bert-base-squad,two to four times on the beach late at night,Late at night,two to four times on the beach late at night,late at night,δύο έως τέσσερις φορές στην παραλία αργά τη νύχτα,Αργά το βράδυ,0.267854124,0.855,0.295,0.456,0.66,0.356,0.461538462,0.602407692,no,partially,no
,deepset/minilm-uncased-squad2,chicks,Late at night,chicks,late at night,Νεοσσών,Αργά το βράδυ,0.30538395,0.247,0.077,0.105,0.42,0.351,0,0.2356,no,no,no
,dmis-lab/biobert-large-cased-v1.1-squad,late at night,Late at night,late at night,late at night,αργά τη νύχτα,Αργά το βράδυ,0.899379611,1,1,1,1,0.986,1,1,yes,yes,yes
,deepset/bert-base-cased-squad2,summer,Late at night,summer,late at night,καλοκαίρι,Αργά το βράδυ,0.390173972,0.56,0,0.105,0.373,0.332,0,0.2717,no,no,no
,bert-large-cased-whole-word-masking-finetuned-squad,late at night,Late at night,late at night,late at night,αργά τη νύχτα,Αργά το βράδυ,0.847979844,1,1,1,1,0.986,1,1,yes,yes,yes
How many countries will be participating in the new mobile study?,deepset/roberta-base-squad2,British,5,british,5,Βρετανικός,5,0.005642054,0.072,0,0,0.546,0.303,0,0.2328,no,no,no
,bert-large-uncased-whole-word-masking-finetuned-squad,250000,5,250000,5,250000,5,0.257508546,-,-,-,-,-,-,0,no,no,no
,distilbert-base-cased-distilled-squad,250000,5,250000,5,250000,5,0.744733095,-,-,-,-,-,-,0,no,no,no
,deepset/bert-large-uncased-whole-word-masking-squad2,globally,5,globally,5,παγκοσμίως,5,0.196494773,0.018,0,0,0.585,0.286,0,0.2376,no,no,no
,distilbert-base-uncased-distilled-squad,"250,000 people aged between 18 and 69",5,250000 people aged between 18 and 69,5,250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών,5,0.435032815,0.452,0.028,0.054,0.393,-0.037,0,0.2558,no,no,no
,rsvp-ai/bertserini-bert-base-squad,"250,000 people aged between 18 and 69",5,250000 people aged between 18 and 69,5,250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών,5,0.49608624,0.452,0.028,0.054,0.393,-0.037,0,0.2558,no,no,no
,deepset/minilm-uncased-squad2,British,5,british,5,Βρετανικός,5,0.002499927,0.072,0,0,0.546,0.303,0,0.2328,no,no,no
,dmis-lab/biobert-large-cased-v1.1-squad,250000,5,250000,5,250000,5,0.660903156,-,-,-,-,-,-,0,no,no,no
,deepset/bert-base-cased-squad2,"250,000 people aged between 18 and 69",5,250000 people aged between 18 and 69,5,250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών,5,0.002026333,0.452,0.028,0.054,0.393,-0.037,0,0.2558,no,no,no
,bert-large-cased-whole-word-masking-finetuned-squad,250000,5,250000,5,250000,5,0.013597691,-,-,-,-,-,-,0,no,no,no
In which countries will the new study be carried out?,deepset/roberta-base-squad2,British,"In Britain, Denmark, The Netherlands, Finland and Sweden",british,in britain denmark the netherlands finland and sweden,Βρετανικός,"Σε Βρετανία, Δανία, Ολλανδία, Φινλανδία και Σουηδία",0.050261572,0.626,0.113,0.2,0.488,0.379,0,0.3517,no,no,no
,bert-large-uncased-whole-word-masking-finetuned-squad,globally,"In Britain, Denmark, The Netherlands, Finland and Sweden",globally,in britain denmark the netherlands finland and sweden,παγκοσμίως,"Σε Βρετανία, Δανία, Ολλανδία, Φινλανδία και Σουηδία",0.47805354,0.247,0.075,0.098,0.396,0.236,0,0.2251,no,no,no
,distilbert-base-cased-distilled-squad,"250,000 people aged between 18 and 69","In Britain, Denmark, The Netherlands, Finland and Sweden",250000 people aged between 18 and 69,in britain denmark the netherlands finland and sweden,250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών,"Σε Βρετανία, Δανία, Ολλανδία, Φινλανδία και Σουηδία",0.061225858,0.262,0.264,0.315,0.362,0.145,0.133333333,0.281766667,no,no,no
,deepset/bert-large-uncased-whole-word-masking-squad2,globally,"In Britain, Denmark, The Netherlands, Finland and Sweden",globally,in britain denmark the netherlands finland and sweden,παγκοσμίως,"Σε Βρετανία, Δανία, Ολλανδία, Φινλανδία και Σουηδία",0.791003644,0.247,0.075,0.098,0.396,0.236,0,0.2251,no,no,no
,distilbert-base-uncased-distilled-squad,"250,000 people aged between 18 and 69.","In Britain, Denmark, The Netherlands, Finland and Sweden",250000 people aged between 18 and 69,in britain denmark the netherlands finland and sweden,250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών.,"Σε Βρετανία, Δανία, Ολλανδία, Φινλανδία και Σουηδία",0.01449287,0.262,0.264,0.315,0.362,0.145,0.133333333,0.281766667,no,no,no
,rsvp-ai/bertserini-bert-base-squad,"250,000 people aged between 18 and 69","In Britain, Denmark, The Netherlands, Finland and Sweden",250000 people aged between 18 and 69,in britain denmark the netherlands finland and sweden,250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών,"Σε Βρετανία, Δανία, Ολλανδία, Φινλανδία και Σουηδία",0.11641565,0.262,0.264,0.315,0.362,0.145,0.133333333,0.281766667,no,no,no
,deepset/minilm-uncased-squad2,globally,"In Britain, Denmark, The Netherlands, Finland and Sweden",globally,in britain denmark the netherlands finland and sweden,παγκοσμίως,"Σε Βρετανία, Δανία, Ολλανδία, Φινλανδία και Σουηδία",0.091417156,0.247,0.075,0.098,0.396,0.236,0,0.2251,no,no,no
,dmis-lab/biobert-large-cased-v1.1-squad,globally,"In Britain, Denmark, The Netherlands, Finland and Sweden",globally,in britain denmark the netherlands finland and sweden,παγκοσμίως,"Σε Βρετανία, Δανία, Ολλανδία, Φινλανδία και Σουηδία",0.467529774,0.247,0.075,0.098,0.396,0.236,0,0.2251,no,no,no
,deepset/bert-base-cased-squad2,"250,000 people aged between 18 and 69","In Britain, Denmark, The Netherlands, Finland and Sweden",250000 people aged between 18 and 69,in britain denmark the netherlands finland and sweden,250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών,"Σε Βρετανία, Δανία, Ολλανδία, Φινλανδία και Σουηδία",0.034234766,0.262,0.264,0.315,0.362,0.145,0.133333333,0.281766667,no,no,no
,bert-large-cased-whole-word-masking-finetuned-squad,British,"In Britain, Denmark, The Netherlands, Finland and Sweden",british,in britain denmark the netherlands finland and sweden,Βρετανικός,"Σε Βρετανία, Δανία, Ολλανδία, Φινλανδία και Σουηδία",0.007375931,0.626,0.113,0.2,0.488,0.379,0,0.3517,no,no,no
What will the new study analyze?,deepset/roberta-base-squad2,"data concerning 250,000 people aged between 18 and 69",The risks that mobile phones pose to the health of users,data concerning 250000 people aged between 18 and 69,the risks that mobile phones pose to the health of users,στοιχεία που αφορούν 250.000 άτομα ηλικίας μεταξύ 18 και 69 ετών,Τους κινδύνους που εγκυμονούν τα κινητά τηλέφωνα για την υγεία των χρηστών,0.36296472,0.684,0.179,0.185,0.293,0.161,0,0.2904,no,no,no
